"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of lymphocyte activation","GO:0051249","1.1087116021879862e-103","102.95518140774344","497","1691","216","21017","LGALS9,AP3B1,TLR4,CCL21,SOCS6,TNFRSF13B,SMAD7,PDPK1,FOXO3,TNFSF14,SOCS5,PGLYRP1,PRDM1,PDE5A,RASGRP1,CRTAM,BCL10,SOD1,ABL1,ADA,TGFB1,IFNA2,IFNB1,IFNG,IL1B,EPO,IL2RA,ANXA1,PRNP,THY1,CD74,ERBB2,IGF1,INHA,IL4,IL6,LCK,HLA-DOA,LYN,CD55,CTSG,INHBA,PTPRC,HMGB1,RARA,BCL2,PRKAR1A,IRF1,SCGB1A1,BMP4,SRC,CCL2,CCL5,HLA-E,MIF,IDO1,BRAF,CD19,VAV1,CD46,SPN,IL7R,CEBPB,HLA-G,PTPN2,CHRNB2,CR1,LAG3,TNFAIP3,KITLG,ZP3,IL10,GAL,TNFSF4,IL4R,KLRK1,CD27,ITPKB,CD38,ADORA2A,PTPN6,IL12A,IL12B,AXL,CORO1A,SDC4,AKT1,PRDX2,CCR7,CTNNB1,IL13,SFTPD,SOX11,AHR,TGFBR2,LEP,BCL6,MNDA,CSK,CCR2,CD86,STAT6,MTOR,CASP3,CDKN2A,MSH2,TNFRSF4,XCL1,MMP14,DUSP3,SMARCA2,SMARCA4,STAT5B,JAK3,AIF1,WNT3A,TIRAP,B2M,PRKDC,ID2,ZBTB16,PTPN11,BTK,MEF2C,TYRO3,EGR3,SOX4,TNFRSF9,ZFP36L1,PPP3CA,ZP4,MERTK,DLG1,FADD,SLAMF1,ATM,SCRIB,LRRC32,GAS6,HES1,IHH,HLX,GPNMB,AGER,IRF4,SHB,SHH,RHOH,PKN1,HFE,TIGIT,ZC3H12A,RC3H1,PIK3R6,IL23R,ARID2,TNFAIP8L2,BLOC1S3,IL27RA,CLEC4G,IL20RB,NRARP,VTCN1,METTL3,TICAM2,DTX1,IFNL1,TICAM1,TBC1D10C,LAX1,LILRB2,SFRP1,ZC3H8,BANK1,LILRB4,NFKBID,HAVCR2,MZB1,BTN2A2,PIBF1,HSPH1,INPP5D,BAD,FOXJ1,TNFRSF14,PELI1,PAWR,PGLYRP3,NLRP3,PGLYRP2,TSPAN32,CCL19,NDFIP1,FANCD2,PLA2G2F,FOXP3,RNF41,IL21,IL23A,SPINK5,CYLD,TLR9,SAMSN1,PAG1,CD274,CD300A,MAD2L2,BLOC1S6,PYCARD,TNFSF18,PLA2G2D,VSIG4,PTPN22,FBXO7,IRS2,MAD1L1"
"GO:BP","negative regulation of cell activation","GO:0050866","9.998325859950633e-103","102.0000727130653","207","1691","141","21017","LGALS9,SOCS6,TNFRSF13B,SMAD7,SOCS5,PGLYRP1,PDE5A,CRTAM,F2,PDGFB,TGFB1,IFNA2,IFNB1,IL2RA,APOE,FN1,ANXA1,PDGFA,PRNP,CD74,ERBB2,INHA,IL4,SERPINE2,THBD,LYN,CTSG,INHBA,PTPRC,HMGB1,PRKAR1A,IRF1,SCGB1A1,BMP4,CEACAM1,HLA-E,IDO1,SPN,PDGFRA,FER,BPI,CEBPB,HLA-G,PTPN2,CR1,LAG3,NR1D1,CNR1,TNFAIP3,IL10,GAL,TNFSF4,IL4R,ADORA2A,PTPN6,NOS3,AXL,SDC4,PRDX2,CNR2,SFTPD,SOX11,BCL6,CD200,MNDA,CASP3,CDKN2A,XCL1,DUSP3,JAK3,CX3CL1,ID2,PRKCD,BTK,TYRO3,MERTK,DLG1,NR1H3,ATM,PRKG1,SCRIB,LRRC32,IHH,HLX,GPNMB,SHH,PKN1,HFE,TIGIT,ZC3H12A,RC3H1,TNFAIP8L2,CLEC4G,IL20RB,NRARP,MILR1,VTCN1,ZBTB46,DTX1,IFNL1,TBC1D10C,LAX1,ADGRF5,LILRB2,SFRP1,ZC3H8,BANK1,LILRB4,IL31RA,HAVCR2,CD300LF,ADAMTS18,UBASH3B,BTN2A2,CYGB,PIBF1,INPP5D,FOXJ1,TNFRSF14,PELI1,PAWR,PGLYRP3,PGLYRP2,TSPAN32,GPER1,NDFIP1,SYT11,C1QTNF1,PLA2G2F,FOXP3,SAMSN1,PAG1,CD274,CD300A,CD84,RABGEF1,PLA2G2D,VSIG4,PTPN22,FBXO7,MAD1L1"
"GO:BP","regulation of cell-cell adhesion","GO:0022407","8.310831715489136e-101","100.08035551155011","478","1691","209","21017","LGALS9,AP3B1,CCL21,SOCS6,SMAD7,CCL25,PDPK1,SPINT2,KLF4,FOXO3,TNFSF14,CXCL13,SOCS5,PDE5A,RASGRP1,FSTL3,CRTAM,BCL10,ABL1,PLG,ADA,TGFB1,TNF,IFNA2,IFNB1,IFNG,IL1B,EPO,IL2RA,APOA1,FGA,FGB,FGG,ANXA1,PRNP,THY1,CD74,ERBB2,IGF1,IL4,IL6,LCK,HLA-DOA,SERPINE2,LYN,CD55,ELANE,CTSG,PTPRC,SERPINF2,PKHD1,HMGB1,RARA,PRKAR1A,IRF1,SCGB1A1,BMP4,SRC,CCL2,CCL5,CEACAM1,HLA-E,IDO1,ETS1,VAV1,HTN1,CD46,VEGFA,SPN,IL7R,CEBPB,HLA-G,PTPN2,CR1,BMP7,LAG3,KITLG,ZP3,IL10,TNFSF4,IL4R,KLRK1,CD27,ITPKB,ADORA2A,PTPN6,IL12A,IL12B,CORO1A,SDC4,AKT1,PRDX2,CCR7,NF2,RDX,SFTPD,TGFBR2,LEP,BCL6,WNT5A,CSK,CCR2,CD86,MTOR,CASP3,CDKN2A,NOTCH1,XCL1,CXCL12,DUSP3,SMARCA2,SMARCA4,IRAK1,STAT5B,JAK3,AIF1,WNT3A,WNT4,B2M,CX3CL1,PLAUR,PTK2,ZBTB16,PRKCD,PTPN11,EGR3,SOX4,PPARA,PPP3CA,ZP4,ANK3,DLG1,FADD,MAP2K5,MAPK7,SLAMF1,PRKG1,SCRIB,LRRC32,HES1,IHH,HLX,GPNMB,AGER,SHB,SHH,RHOH,ADIPOQ,HFE,TIGIT,ZC3H12A,RC3H1,PIK3R6,IL23R,ARID2,TNFAIP8L2,CLEC4G,IL20RB,NRARP,VTCN1,METTL3,DTX1,IFNL1,LAX1,LILRB2,ZC3H8,LILRB4,NFKBID,HAVCR2,ADAMTS18,UBASH3B,BTN2A2,HSPH1,PTPRU,HAS2,BAD,FOXJ1,TNFRSF14,PELI1,PAWR,NLRP3,TSPAN32,NODAL,CCL19,CITED2,NDFIP1,C1QTNF1,GTPBP4,PLA2G2F,FOXP3,VPS33B,PTPN23,WNK1,RGCC,IL21,IL23A,CYLD,CCL28,PAG1,CD274,CD300A,MAD2L2,PYCARD,PLA2G2D,FOXA2,VSIG4,PTPN22,F11R,MAD1L1"
"GO:BP","negative regulation of cell development","GO:0010721","1.1616955173289449e-99","98.9349076864654","279","1691","160","21017","TLR4,TNFRSF11B,WNT7A,NRP1,SEMA3E,SMAD7,TLR3,SNAI2,LILRB3,SOCS5,SEMA7A,PGLYRP1,SEMA3D,NTN1,FSTL3,SEMA4F,F2,MYC,TGFB1,TNF,IFNA2,IFNB1,IL1B,APCS,LTF,ANXA1,THY1,CD74,ERBB2,TP53,IGF1,INHA,IL4,IL6,RB1,LYN,INHBA,HMGB1,WEE2,CCL3,RARA,SPP1,IRF1,IAPP,BMP4,CEACAM1,VEGFA,HLA-G,PTPN2,CR1,BMP7,LAG3,NR1D1,NPR2,PTN,NF1,TNFSF4,NPPC,GATA2,IL4R,EDNRB,MT3,PIK3R1,GDI1,HOXA7,PRDX2,CTNNA1,CTNNB1,NF2,DRD3,FBN1,SOX11,BMPR1A,HSPA9,BCL6,WNT5A,CDKN2A,DCC,NOTCH1,ID4,GSK3A,GSK3B,PLXNA3,JAK3,CAV3,WNT3,WNT3A,CLDN18,PTEN,B2M,ARHGAP4,CDK5,ID2,PPP3CA,ABCC8,REST,SEMA3B,NOG,SEMA3F,SEMA5A,CUL4A,TOB2,HES1,IHH,HLX,SHB,SHH,GPR68,ADIPOQ,CARTPT,TMEM176B,ZC3H12A,RC3H1,CLEC4G,NRARP,ZBTB46,DTX1,IFNL1,ZFPM1,ULK2,SPG20,SFRP1,ZC3H8,DRAXIN,TMEM178A,TRPV1,SEMA6D,LILRB4,ZNF675,UBASH3B,PROX1,INPP5D,SEMA4D,FOXJ1,TRIM11,CERS2,TMEM176A,PGLYRP3,PGLYRP2,TRIB1,NODAL,SEMA3C,RTN4R,FOXP3,SEMA4C,BCL11A,SYT4,SEMA6A,SEMA4A,SEMA6C,SEMA6B,SEMA4B,RTN4,SEMA3G,SEMA4G,SEMA5B,RNF6,GPR55,FBXO7,MAFB"
"GO:BP","negative regulation of secretion by cell","GO:1903531","1.9090642518936078e-94","93.7191794546481","148","1691","115","21017","LGALS9,STXBP3,KALRN,PARK2,RAB11FIP3,VPS4B,INS,IL1B,APOE,HMGCR,ANXA1,INHA,EDN1,CRH,INHBA,ADRA2A,NMB,INHBB,CHGA,BCR,CEACAM1,OSM,DRD2,LIF,BRAF,GJA1,PFKL,ADRA2B,ADRA2C,TRH,IL11,NF1,TACR2,CNR1,DRD4,CRHBP,F2R,HTR1B,IL12A,IL12B,ERP29,ADORA1,OPRM1,DRD3,IRS1,SREBF1,SNCA,OPRK1,LEP,CD200,CCR2,NOTCH1,P2RY1,NOV,MTNR1B,RAB7A,F2RL1,UCP2,VSNL1,RAP1A,FKBP1B,ASIC1,ABAT,PTPN11,FMR1,PPP3CA,ABCC8,FOXF1,REST,NR1H3,PRKG1,IL13RA2,KCNJ11,KCNB1,GRM7,NPY5R,VAMP3,ADIPOQ,CRY1,CARTPT,HADH,MIDN,FFAR4,RHBDF2,RAB11FIP1,BMP8A,PIM3,NDUFAF2,CBARP,SFRP1,PNKD,JAGN1,ACVR1C,STXBP6,RSAD2,SYTL4,RHBDF1,DPH3,SYT11,VAMP8,RAB11FIP5,FGF23,RAB33B,SYT4,NPVF,ENY2,GHRL,SERGEF,CD300A,CD84,RABGEF1,STXBP5L,HRH3,SIRT4,SLC30A1"
"GO:BP","negative regulation of leukocyte activation","GO:0002695","1.3249386943049142e-91","90.8778042163242","185","1691","126","21017","LGALS9,SOCS6,TNFRSF13B,SMAD7,SOCS5,PGLYRP1,PDE5A,CRTAM,TGFB1,IFNA2,IFNB1,IL2RA,FN1,ANXA1,PRNP,CD74,ERBB2,INHA,IL4,LYN,CTSG,INHBA,PTPRC,HMGB1,PRKAR1A,IRF1,SCGB1A1,BMP4,HLA-E,IDO1,SPN,FER,BPI,CEBPB,HLA-G,PTPN2,CR1,LAG3,NR1D1,CNR1,TNFAIP3,IL10,GAL,TNFSF4,IL4R,ADORA2A,PTPN6,AXL,SDC4,PRDX2,CNR2,SFTPD,SOX11,BCL6,CD200,MNDA,CASP3,CDKN2A,XCL1,DUSP3,JAK3,CX3CL1,ID2,BTK,TYRO3,MERTK,DLG1,NR1H3,ATM,SCRIB,LRRC32,IHH,HLX,GPNMB,SHH,PKN1,HFE,TIGIT,ZC3H12A,RC3H1,TNFAIP8L2,CLEC4G,IL20RB,NRARP,MILR1,VTCN1,ZBTB46,DTX1,IFNL1,TBC1D10C,LAX1,ADGRF5,LILRB2,SFRP1,ZC3H8,BANK1,LILRB4,IL31RA,HAVCR2,CD300LF,BTN2A2,PIBF1,INPP5D,FOXJ1,TNFRSF14,PELI1,PAWR,PGLYRP3,PGLYRP2,TSPAN32,GPER1,NDFIP1,SYT11,PLA2G2F,FOXP3,SAMSN1,PAG1,CD274,CD300A,CD84,RABGEF1,PLA2G2D,VSIG4,PTPN22,FBXO7,MAD1L1"
"GO:BP","regulation of hemopoiesis","GO:1903706","1.6665447451666726e-90","89.77818302144654","420","1691","186","21017","LGALS9,AP3B1,TLR4,TNFRSF11B,MEIS1,DLL1,SMAD7,TLR3,FOXO3,SNAI2,LILRB3,MITF,SOCS5,PGLYRP1,PRDM1,RASGRP1,FSTL3,CRTAM,SOD1,ABL1,ADA,MYC,TGFB1,FSHB,TNF,IFNA2,IFNB1,IFNG,IL2RA,APCS,PF4,LTF,ANXA1,CD74,ERBB2,INHA,IL4,ISG15,HLA-DOA,RB1,LYN,INHBA,PTPRC,HMGB1,HSPA1A,CCL3,RARA,IRF1,IAPP,BMP4,CEACAM1,ETS1,LIF,BRAF,CD46,CREB1,IL7R,HOXB8,CEBPB,HLA-G,PTPN2,CR1,LAG3,HOXA5,PTN,NF1,KITLG,IL10,TNFSF4,GATA2,FSHR,IL4R,NFKBIA,ZFP36,CD27,PIK3R1,ITPKB,PTPN6,IL12B,AXL,HOXA7,HOXA9,PRDX2,CTNNB1,FBN1,ACVR1B,TGFBR2,HSPA9,STAT3,BCL6,CCR2,CD86,STAT1,MTOR,CDKN2A,MMP14,SMARCA2,SMARCA4,STAT5B,JAK3,CLDN18,B2M,PRKDC,ROR2,ID2,ZBTB16,BTK,MEF2C,GABPA,EGR3,SOX4,ZFP36L1,PPP3CA,KLF10,FADD,CUL4A,TOB2,PTK2B,GAS6,IHH,HLX,AGER,IRF4,SHB,SHH,RHOH,GPR68,ADIPOQ,CARTPT,HIF1A,TMEM176B,ZC3H12A,RC3H1,PIK3R6,IL23R,ARID2,CDC73,CTR9,CLEC4G,NRARP,METTL3,LDB1,ZBTB46,DTX1,IFNL1,ZFPM1,LILRB2,SFRP1,ZC3H8,PAF1,TMEM178A,LILRB4,NFKBID,ZNF675,UBASH3B,LEO1,BTN2A2,ING5,INPP5D,BAD,FOXJ1,RAB7B,TMEM176A,PGLYRP3,NLRP3,PGLYRP2,TRIB1,RBM15,CCL19,CIB1,PRMT1,NDFIP1,FANCD2,FOXP3,DCSTAMP,RNF41,IL23A,SPINK5,CYLD,TLR9,CTNNBIP1,GPR55,KLF13,FBXO7,MAFB,TNFRSF11A"
"GO:BP","regulation of cell growth","GO:0001558","2.071984058585588e-90","89.68361359028538","425","1691","187","21017","SDCBP,DDX3X,NRP1,SEMA3E,SMAD7,CYP27B1,PARK2,GREM1,SLIT3,SEMA7A,NDUFS3,PSMD10,SLIT2,SEMA3D,BMP10,NTN1,SEMA4F,WNT11,ABL1,EGFR,F2,TGFB1,INS,CRYAB,APOE,FN1,HRG,ERBB2,TP53,IGF1,EDN1,RB1,ENO1,SERPINE2,INHBA,FBP1,HSPA1A,BCL2,SPP1,MAPT,MYL2,G6PD,CEACAM1,VEGFA,GJA1,IGFBP3,WT1,SYT1,ENPP1,IGFBP5,MT3,MSX1,CD38,PML,PPP2R1A,GDI1,AKT1,CDA,PHB,ACVR1B,ACVRL1,PPARG,BCL6,WNT5A,HNF4A,MTOR,CDKN2A,CDKN2C,DCC,CDKN1B,BDKRB1,MAP1B,CXCL12,NOV,GSK3A,GSK3B,GNG4,MMP14,PPT1,SMARCA2,SMARCA4,PLXNA3,CDKN2D,CAV3,WNT3,WNT3A,NRG3,SESN2,OSTN,TGFB2,RACK1,PPP2CA,CSNK2A1,SMAD3,DAB2,ARHGAP4,CDK5,NRG1,PPARA,BST2,HYAL1,HYAL2,PTPRJ,AKAP6,TRIM32,MAP2K5,SEMA3B,SEMA3F,ADAM15,CAMK2D,SEMA5A,BMPR2,SERTAD2,PTK2B,STK11,CCDC85B,RBBP7,NAIF1,JADE1,CAPRIN2,CDC73,TRIM40,PSRC1,RIMS1,CRLF3,DCUN1D3,ULK2,SPG20,CCAR2,SFRP1,DRAXIN,SEMA6D,ST7L,ING5,ESR2,SEMA4D,MUL1,ADIPOR1,RERG,DACT3,EAF2,SIPA1,SFRP2,DCBLD2,NEDD4L,SCGB3A1,PPP1R9B,CIB1,SEMA3C,SYT3,TCHP,RTN4R,SEMA4C,DERL2,BCL11A,DCSTAMP,SYT4,SEMA6A,TSPYL2,ADNP,SEMA4A,SEMA6C,SEMA6B,SOX17,WFDC1,SEMA4B,RTN4,SEMA3G,SEMA4G,CDKN2AIP,NDUFA13,SH3BP4,SEMA5B,NDRG3,IP6K2,MAD2L2,ZNF639,SERTAD3,OSGIN1,GDF2,ING1,ING4,UNC13A,OSGIN2,RNF6,TP53TG5,CTDP1"
"GO:BP","negative regulation of establishment of protein localization","GO:1904950","9.037917951669702e-90","89.04393160561368","127","1691","104","21017","WWP2,ITGB1BP1,PARK2,SNX3,RAB11FIP3,LYPLA1,BAG4,INS,IL1B,APOE,HMGCR,APOD,ADRA2A,INHBB,TXN,MAPT,CHGA,DRD2,KCNE1,CD36,PFKL,NF1,DRD4,SP100,F2R,IL12A,IL12B,ERP29,GDI1,DNAJA1,OPRM1,DRD3,IRS1,SREBF1,CD200,CSK,RANGAP1,NOV,MTNR1B,TERF1,F2RL1,UCP2,UBE2G2,PKIA,VSNL1,SUMO1,FKBP1B,CDK5,PTPN11,PPP3CA,DMTN,ABCC8,REST,NR1H3,OS9,KCNJ11,KCNB1,ANGPT1,ADIPOQ,HADH,MIDN,PKDCC,LRRK2,YOD1,RHBDF2,USP17L2,RAB11FIP1,BMP8A,PIM3,SIAH3,NDUFAF2,SFRP1,JAGN1,UBAC2,ACVR1C,SVIP,RSAD2,RSC1A1,SYTL4,RHBDF1,ERLEC1,DPH3,DERL3,PARK7,CHP1,BARD1,INPP5K,NDFIP1,RAB11FIP5,DERL2,SYT4,ENY2,NDFIP2,CABP1,MDFIC,GHRL,SERGEF,RAB23,SUFU,SNX12,PKIG,STXBP5L,UBE2J1,SIRT4"
"GO:BP","negative regulation of cytokine production","GO:0001818","1.0084747283354772e-89","88.99633498042787","288","1691","154","21017","SSC5D,ACOD1,LGALS9,TLR4,DLL1,SMAD7,KLF4,CIDEA,SOCS5,PGLYRP1,PPM1B,TUSC2,IL33,WNT11,F2,TGFB1,POMC,TNF,IFNA2,IFNB1,IFNG,APOA1,APOA2,FN1,LTF,ANXA1,PRNP,IGF1,APOD,INHA,IL4,IL6,THBS1,ELANE,INHBA,PTPRC,NMB,GSTP1,HMGB1,ANXA4,INHBB,SRGN,RARA,TGFB3,SCGB1A1,CEACAM1,TRIM27,IDO1,EZR,BPI,CR1,LBP,LAG3,NFKB1,TNFAIP3,IL10,FBLN1,TNFSF4,ZFP36,IL1R2,CD34,PTPN6,IL12A,IL12B,PML,AXL,ARRB2,CCR7,GBP1,IL13,SFTPD,PTGER4,CD96,BCL6,CD200,CSK,CASP3,XCL1,CX3CR1,ARRB1,JAK3,F2RL1,NLRP6,NLRP12,TGFB2,CX3CL1,RELB,IL1RL1,PTPN11,BTK,C1QBP,PPARA,BST2,MERTK,MAP2K5,NMI,SLAMF1,GPR18,LRRC32,GAS6,GPNMB,AGER,ANGPT1,TWIST1,ADIPOQ,EZH2,HFE,TIGIT,PYDC2,ZC3H12A,FFAR4,IL23R,OTUD7B,IL27RA,IL20RB,NLRC3,NLRX1,IFNL1,ZFPM1,BANK1,LILRB4,HAVCR2,TRAF3IP1,CACTIN,BTN2A2,PIBF1,INPP5D,FOXJ1,MUL1,DHX58,PGLYRP3,PGLYRP2,NR1H4,ERBIN,NDFIP1,SYT11,LGR4,C1QTNF3,FOXP3,CUEDC2,RGCC,IL23A,CYLD,CD274,C5AR2,NFKBIL1,IL36RN,GHRL,CD84,RABGEF1,PYCARD,VSIG4,PTPN22,IRAK3"
"GO:BP","cell growth","GO:0016049","1.3352338638696133e-89","88.87444266172035","500","1691","202","21017","MEIS1,SDCBP,DDX3X,DVL1,NRP1,AURKA,SEMA3E,DCLK1,SMAD7,CYP27B1,PARK2,GREM1,SLIT3,SEMA7A,NDUFS3,PSMD10,SLIT2,SEMA3D,BMP10,NTN1,SEMA4F,WNT11,ABL1,EGFR,F2,TGFB1,INS,CRYAB,APOE,FN1,HRG,ERBB2,TP53,IGF1,EDN1,RB1,ENO1,SERPINE2,INHBA,FBP1,HSPA1A,BCL2,SPP1,MAPT,MYL2,G6PD,CEACAM1,EDN3,VEGFA,PPP3CB,GJA1,IGFBP3,VCL,WT1,NPR2,SYT1,ENPP1,IGFBP5,MT3,MSX1,CD38,PML,PPP2R1A,GDI1,AKT1,CDA,CTNNB1,PHB,ACVR1B,ACVRL1,TGFBR2,PPARG,BCL6,WNT5A,HNF4A,MTOR,CDKN2A,CDKN2C,DCC,CDKN1B,BDKRB1,MAP1B,CXCL12,SOX9,NOV,GSK3A,GSK3B,GNG4,MMP14,PPT1,SMARCA2,SMARCA4,PLXNA3,CDKN2D,PRMT2,CAV3,WNT3,WNT3A,NRG3,SESN2,FOXL2,OSTN,TGFB2,RACK1,PPP2CA,CSNK2A1,SMAD3,DAB2,ARHGAP4,CDK5,NRG1,PPARA,BST2,HYAL1,HYAL2,PTPRJ,AKAP6,TRIM32,MAP2K5,SEMA3B,SEMA3F,ADAM15,CAMK2D,SEMA5A,BMPR2,PRKG1,SERTAD2,PTK2B,STK11,CCDC85B,RBBP7,NAIF1,JADE1,CAPRIN2,CDC73,TRIM40,PSRC1,RIMS1,CRLF3,DCUN1D3,ULK2,SPG20,CCAR2,SFRP1,DRAXIN,SEMA6D,ST7L,ING5,ESR2,SEMA4D,MUL1,ADIPOR1,RERG,DACT3,EAF2,SIPA1,SFRP2,DCBLD2,NEDD4L,SCGB3A1,PPP1R9B,CIB1,SEMA3C,SYT3,TCHP,RTN4R,SEMA4C,DERL2,BCL11A,DCSTAMP,SYT4,SEMA6A,TSPYL2,ADNP,SEMA4A,SEMA6C,SEMA6B,SOX17,WFDC1,SEMA4B,RTN4,SEMA3G,SEMA4G,CDKN2AIP,NDUFA13,SH3BP4,SEMA5B,EIF2AK4,NDRG3,IP6K2,MAD2L2,ZNF639,SERTAD3,OSGIN1,GDF2,ING1,ING4,UNC13A,OSGIN2,RNF6,TP53TG5,CTDP1"
"GO:BP","regulation of DNA-binding transcription factor activity","GO:0051090","2.2933109105808247e-89","88.63953706275971","346","1691","168","21017","ACOD1,LGALS9,TLR4,NFKBIE,MEN1,WWP2,TRIM38,BHLHE40,AIM2,IRAK2,KLF4,FOXS1,KDM1A,FZD6,CCDC22,TRIM13,PEX14,FOXH1,PSMD10,UFL1,TRIM37,BCL10,HAND1,INS,TNF,IL1B,LTF,ESR1,PRNP,IL6,EDN1,RB1,PKHD1,ANXA4,HSPA1A,NLRP2B,KIT,PIM1,TRIM27,FER,CD36,BMP7,TRIM21,EIF2AK2,CAPN3,TNFAIP3,IL10,ENPP1,SP100,TNFSF4,NFKBIA,PRDX3,AKT1,ARRB2,PPARG,STAT3,ID1,CD200,WNT5A,CDKN2A,TNFRSF4,XCL1,ARRB1,SMARCA4,IRAK1,NR0B1,CEBPG,PRMT2,HDAC4,SIK1,TIRAP,NLRP12,PTEN,SUMO1,S100A12,SMAD3,ID2,ID3,NHLH2,MAP3K10,BTK,DHX9,ADCY1,EP300,TRIM26,TRIM32,TRAF3,MAP2K5,STK3,TRIM14,KEAP1,TRIM25,HES1,AGER,PRKD1,CYP1B1,PARP10,PYDC2,ZC3H12A,TAF3,DAB2IP,SFRP4,TRIM40,CRTC1,NLRC3,MAVS,COMMD6,TAX1BP1,NLRC5,ADGRG3,COMMD1,ZNF675,HAVCR2,CACTIN,PYDC1,ESR2,HDAC2,PROX1,EDA,FOXJ1,USP7,RAB7B,SIRT1,CDK5RAP3,ERBIN,TRIB1,NODAL,PARK7,PHB2,CHP1,GFI1,MDFI,CIB1,TCEAL7,TRIM62,GLIS2,TRIM8,FOXP3,TRIM31,TRIM15,TRIM5,EGLN1,RGCC,BRMS1,HEYL,TCF7L2,CYLD,CTNNBIP1,TERF2IP,EIF2AK4,NFKBIL1,PPARGC1A,MAD2L2,MID2,FZD4,PYCARD,SUFU,G3BP2,TNFSF18,FAF1,FZD1,HDAC5,CAMK2A,FOXA2,BTRC,RWDD3,IRAK3,TNFRSF11A"
"GO:BP","negative regulation of cell adhesion","GO:0007162","2.529844009461632e-88","87.59690625665762","285","1691","152","21017","LGALS9,CCL21,SOCS6,ITGB1BP1,CASK,SEMA3E,SMAD7,CCL25,SPINT2,KLF4,SNAI2,LPXN,SOCS5,PDE5A,CRTAM,ABL1,PLG,TGFB1,IFNA2,IFNB1,IL2RA,APOA1,ANXA1,PRNP,HRG,CD74,ERBB2,APOD,IL4,SERPINE1,SERPINE2,THBS1,CTSG,PTPRC,HMGB1,TACSTD2,PRKAR1A,IRF1,SCGB1A1,BMP4,SRC,CEACAM1,HLA-E,IDO1,VEGFA,SPN,CEBPB,HLA-G,PTPN2,CR1,LAG3,NF1,ERBB3,IL10,FBLN1,TNFSF4,IL4R,PIK3R1,ADORA2A,PTPN6,HOXA7,SDC4,AKT1,PRDX2,GBP1,NF2,RDX,SFTPD,ACVRL1,BCL6,CASP3,CDKN2A,NOTCH1,XCL1,CXCL12,MMP14,DUSP3,PLXNA3,JAK3,PTEN,CX3CL1,PTK2,PRKCD,PTPN11,PPARA,DMTN,DLG1,MAP2K5,MAPK7,ADAM15,SEMA5A,PRKG1,SCRIB,LRRC32,IHH,HLX,GPNMB,ANGPT1,SHH,ADIPOQ,CYP1B1,HFE,TIGIT,ZC3H12A,RC3H1,AP1AR,TNFAIP8L2,CLEC4G,IL20RB,NRARP,VTCN1,PHLDB2,METTL3,DTX1,IFNL1,LAX1,LILRB2,ZC3H8,LILRB4,HAVCR2,ADAMTS18,UBASH3B,BTN2A2,SEMA4D,FOXJ1,TNFRSF14,PELI1,SIPA1,PAWR,DLC1,TSPAN32,NDFIP1,C1QTNF1,GTPBP4,PLA2G2F,FOXP3,SEMA6A,WNK1,RGCC,CCL28,PAG1,CD274,RCC2,CD300A,MAD2L2,PLXNB3,FZD4,CORO1C,PLA2G2D,VSIG4,PTPN22,MAD1L1"
"GO:BP","regulation of immune effector process","GO:0002697","3.441164477116382e-87","86.46329456893766","381","1691","174","21017","LGALS9,TLR4,FCN1,NCR3,SMAD7,TLR3,PDPK1,SH2D1A,SOCS5,SEMA7A,PGLYRP1,FCN3,NCR1,RASGRP1,CRTAM,IL33,BCL10,TGFB1,INS,LTA,TNF,IFNA2,IFNB1,IFNG,IL1B,APOA1,APOA2,RBP4,C4BPA,ANXA1,CD74,IL4,SERPING1,IL6,ICAM1,FCER2,LYN,CD55,PTPRC,HMGB1,RARA,TGFB3,KIT,MBL2,BCR,LAMP1,CEACAM1,HLA-E,MIF,PVR,VAV1,CD46,SPN,PPP3CB,FER,CD36,IL7R,HLA-G,CR1,LBP,LAG3,C4BPB,ZP3,IL10,TNFSF4,GATA2,IL4R,KLRK1,PTPN6,IL12A,IL12B,AXL,ARRB2,IL13,NOS2,PHB,AHR,RPS19,CD96,LEP,BCL6,WNT5A,CCR2,CD86,STAT6,WAS,MSH2,TNFRSF4,XCL1,SERPINB4,CX3CR1,SERPINB9,STAT5B,JAK3,TMBIM6,F2RL1,STXBP1,B2M,TGFB2,BTK,C1QBP,BST2,FOXF1,FADD,SLAMF1,IL13RA2,HLX,AGER,IRF4,ANGPT1,SHB,TWIST1,STXBP2,PKN1,MICB,HFE,ZC3H12A,RC3H1,PIK3R6,IL23R,RAET1L,RAET1G,USP17L2,IL27RA,SCIMP,CLEC4G,IL20RB,UNC13D,MAVS,NLRX1,TICAM2,IFNL1,TICAM1,LILRB4,NFKBID,RAET1E,HAVCR2,MZB1,RSAD2,NECTIN2,FOXJ1,TNFRSF14,DHX58,SLAMF6,SIRT1,PGLYRP3,NLRP3,PGLYRP2,P2RX7,PHB2,CCL19,LITAF,NDFIP1,VAMP8,ULBP3,ULBP2,ULBP1,FOXP3,CUEDC2,IL21,IL23A,SPINK5,RTN4,TLR9,CD300A,MAD2L2,CD84,RABGEF1,STAP1,PYCARD,VSIG4,PTPN22,UBE2J1,IRAK3"
